,KEYWORDS,SUMMARY,TEXT,TITLE,URL
95,"['commentaryin', 'da', 'reputation', 'gravity', 'toll', 'brexit', 'swift', 'topo', 'britain', 'parada', 'taylor', 'supera', 'economic', 'billboard', 'u2']","CommentaryIn Brexit Britain, economic gravity will take its toll","Commentary

In Brexit Britain, economic gravity will take its toll","U2 supera ""Reputation"", de Taylor Swift, no topo da parada Billboard",https://www.reuters.com/article/entertainmentNews/idBRKBN1E52RL-OBREN
96,"['gravity', 'toll', '沪深证交所周一两融余额增193亿元', '连续四天增长', 'britain', 'brexit', 'commentaryin', 'economic']","CommentaryIn Brexit Britain, economic gravity will take its toll","Commentary

In Brexit Britain, economic gravity will take its toll",沪深证交所周一两融余额增19.3亿元 连续四天增长,https://www.reuters.com/article/china-stock-market-margin-1212-idCNKBS1E604E?il=0
97,"['terrorrelated', 'view', 'attack', 'terrorist', 'reporter', 'rough', 'mayor', 'york', 'ny', 'port', 'transcript', 'suspect', 'terminal', 'taken', 'attempted']","New York Mayor Bill de Blasio says the explosion at the Port Authority Bus Terminal on Monday Morning was terror-related.
A 27-year-old suspect has been taken into custody.
Rough Cut (no reporter narration).
▲ Hide Transcript▶ View Transcript","New York Mayor Bill de Blasio says the explosion at the Port Authority Bus Terminal on Monday Morning was terror-related. A 27-year-old suspect has been taken into custody. Rough Cut (no reporter narration).

▲ Hide Transcript

▶ View Transcript",This was an attempted terrorist attack : NY mayor,https://www.reuters.com/video/2017/12/11/this-was-an-attempted-terrorist-attack-n?videoId=373702195&videoChannel=1&channelName=Top+News
98,"['scene', 'breakingviews', 'exchanges', 'futures', 'trading', 'price', 'value', 'set', 'cryptocurrency', 'investors', 'bitcoin', 'gambling', 'settle', 'contracts']","LONDON (Reuters Breakingviews) - Bitcoin action is now available without the bitcoin.
Volume was roughly $50 million, Breakingviews calculates, less than 0.5 percent of actual bitcoin trading in the prior 24 hours, according to Coinmarketcap.com.
And with bitcoin soaring more than 15-fold in 2017 to well over $16,000 early on Monday, selling bitcoin futures short is likely to be prohibitively expensive.
Most market players will be cautious until the contracts settle down.
Bitcoin futures aren’t perfect proxies for the real thing, partly because they will be settled in dollars not the crypto-currency, which trades at different dollar prices in different places.","LONDON (Reuters Breakingviews) - Bitcoin action is now available without the bitcoin. CBOE Global Markets launched its futures on the crypto-currency late on Sunday. It opens fresh avenues for trading, but for now the new contracts have little utility beyond speculation.

Bitcoin coins placed on Dollar banknotes are seen in this illustration picture, November 6, 2017. REUTERS/Dado Ruvic/Illustration

The one-month future surged more than 20 percent from the open before trading below $18,000 on Monday morning – still a premium to the crypto-currency itself. Considering the price of bitcoin has risen two-thirds this month alone, that seems fairly sedate. Volume was roughly $50 million, Breakingviews calculates, less than 0.5 percent of actual bitcoin trading in the prior 24 hours, according to Coinmarketcap.com.

Futures have real-world value, for example allowing producers or consumers of a commodity to insure themselves against price movements, or helping investors to hedge their positions. In the bitcoin world, there are so-called miners with investments in processing power and hefty costs like electricity who could use the contracts this way, but that’s about it. And with bitcoin soaring more than 15-fold in 2017 to well over $16,000 early on Monday, selling bitcoin futures short is likely to be prohibitively expensive.

Most market players will be cautious until the contracts settle down. There are, though, other reasons for concern. Bitcoin futures aren’t perfect proxies for the real thing, partly because they will be settled in dollars not the crypto-currency, which trades at different dollar prices in different places. CBOE settlements, for example, will be based on bitcoin’s value on the Gemini Exchange, established by Cameron and Tyler Winklevoss of Facebook fame.

CME’s futures, launching next weekend, will settle at a reference price drawn from multiple exchanges. One opportunity could be arbitrage, exploiting the pricing discrepancies. But it will take time for any patterns to emerge.

Proponents reckon the entry of two big, regulated U.S. exchanges bolsters the legitimacy of bitcoin. It certainly broadens the universe of possible investors, and it invites the creation of new exchange-traded funds, which need a liquid benchmark to track. That would bring bitcoin exposure to retail investors.

Yet the Futures Industry Association, which represents clearing houses and big banks, is apprehensive about the light regulatory scrutiny so far. And making the contracts cash-settled means the exchanges – and their customers – can now ride the bitcoin bandwagon without touching the crypto-currency at all.",Breakingviews - Bitcoin futures set scene for more gambling,https://www.reuters.com/article/us-bitcoin-futures-breakingviews/breakingviews-bitcoin-futures-set-scene-for-more-gambling-idUSKBN1E51LF
99,"['улица', 'казахстана', 'gravity', 'алмааты', 'toll', 'получит', 'имя', 'brexit', 'britain', 'центральная', 'economic', 'назарбаева', 'commentaryin', 'президента']","CommentaryIn Brexit Britain, economic gravity will take its toll","Commentary

In Brexit Britain, economic gravity will take its toll",Центральная улица Алма-Аты получит имя президента Казахстана Назарбаева,https://www.reuters.com/article/oddlyEnoughNews/idRUKBN1DU1HB-ORUOE
100,"['letter', 'duarte', 'veracruz', 'refuge', 'uk', 'taking', 'pena', 'wife', 'public', 'governor', 'seized', 'prosecutors', 'disgraced', 'mexican', 'site', 'macias', 'report']","In the letter, which the news site posted online, Macias said she was forced to leave the country and shelter in the UK because of “persecution” at home.
In April, Duarte was arrested in a Guatemala hotel where he had been with his wife after fleeing the country.
Top Mexican auditor ASF said in 2016 that the irregularities in public funds under Duarte were the highest amount it had ever seen.
At a hearing in July, a judge gave prosecutors six months to proceed with the investigation against Duarte.
He is one of four ex-governors detained this year from President Enrique Pena Nieto’s Institutional Revolutionary Party, or PRI.","MEXICO CITY (Reuters) - The wife of a detained former Mexican governor is living in Britain and has demanded back artwork, golf clubs and crystal that were seized by the government, according to a letter obtained by news site Animal Politico.

Karime Macias is the wife of former ruling party Veracruz Governor Javier Duarte, who is awaiting trial on charges of embezzlement and organized crime, in a case that public auditors said was the worst they had ever seen in Mexico.

In the letter, which the news site posted online, Macias said she was forced to leave the country and shelter in the UK because of “persecution” at home.

Reuters did not obtain the letter and could not verify its authenticity. Macias’ lawyers did not respond to a request for comment. Macias has not been charged with any crime.

Neither the attorney general’s office nor the Veracruz government responded to requests for comment.

Macias confirmed in the letter that diaries in which she had reportedly written “I deserve abundance” repeatedly were hers, and said that her phrases were of a spiritual nature.

Macias said she wanted back personal items including paintings, luxury pens, golf clubs and books that she said were seized by prosecutors without a warrant, adding that she feared other items found were planted there.

In April, Duarte was arrested in a Guatemala hotel where he had been with his wife after fleeing the country. He has denied any wrongdoing, and Macias was not detained.

Top Mexican auditor ASF said in 2016 that the irregularities in public funds under Duarte were the highest amount it had ever seen.

Prosecutors say Duarte headed an organization consisting of at least nine other people, whose criminal operations were carried out in Veracruz, the eastern Gulf state of Campeche and Mexico City between 2011 and 2016.

At a hearing in July, a judge gave prosecutors six months to proceed with the investigation against Duarte.

He is one of four ex-governors detained this year from President Enrique Pena Nieto’s Institutional Revolutionary Party, or PRI.

Corruption is one of the central issues in Mexico’s July 2018 election, with public discontent widespread over a spate of conflict-of-interest rows that have dogged the Cabinet and Pena Nieto himself.",Wife of disgraced Mexican governor taking 'refuge' in UK: report,https://www.reuters.com/article/worldNews/idAFKBN1E607P
101,"['patrols', 'conducts', 'conducted', 'military', 'wants', 'island', 'china', 'force', 'visits', 'encirclement', 'taiwan', 'near', 'chinese', 'aircraft']","BEIJING (Reuters) - China’s air force has conducted more “island encirclement patrols” near Taiwan, its military said on Tuesday, after a senior Chinese diplomat threatened that China would invade the self-ruled island if any U.S. warships made port visits there.
China considers Taiwan to be a wayward province and has never renounced the use of force to bring it under its control.
Taiwan is well armed, mostly with U.S. weaponry, but has been pressing Washington to sell it more high-tech equipment to better deter China.
That prompted a senior U.S.-based Chinese diplomat to say last week that China would invade Taiwan the instant any U.S. navy vessel visited Taiwan.
China suspects Taiwan President Tsai Ing-wen, who leads the independence-leaning Democratic Progressive Party, wants to declare the island’s formal independence.","BEIJING (Reuters) - China’s air force has conducted more “island encirclement patrols” near Taiwan, its military said on Tuesday, after a senior Chinese diplomat threatened that China would invade the self-ruled island if any U.S. warships made port visits there.

China considers Taiwan to be a wayward province and has never renounced the use of force to bring it under its control.

Numerous Chinese fighter jets, bombers and surveillance aircraft conducted “routine” and “planned” distant sea patrols on Monday to safeguard national sovereignty and territorial integrity, Air Force spokesman Shen Jinke said on the military branch’s microblog.

H-6K bombers, Su-30 and J-11 fighter jets, and surveillance, alert and refueling aircraft flew over the Miyako Strait in Japan’s south and the Bashi Channel between Taiwan and the Philippines to “test real combat capabilities”, Shen said.

Taiwan Defence Minister Feng Shih-kuan said in a statement they had dispatched aircraft and ships to monitor the activity of the Chinese military and that the drills were not unusual and people should not be alarmed.

China has conducted numerous similar patrols near Taiwan this year, saying such practices have been normalized as it presses ahead with a military modernization program that includes building aircraft carriers and stealth fighters to give it the ability to project power far from its shores.

Beijing regularly calls Taiwan the most sensitive and important issue between it and the United States. Taiwan is well armed, mostly with U.S. weaponry, but has been pressing Washington to sell it more high-tech equipment to better deter China.

In September, the U.S. Congress passed the National Defense Authorization Act for the 2018 fiscal year, which authorizes mutual visits by navy vessels between Taiwan and the United States.

That prompted a senior U.S.-based Chinese diplomat to say last week that China would invade Taiwan the instant any U.S. navy vessel visited Taiwan.

China suspects Taiwan President Tsai Ing-wen, who leads the independence-leaning Democratic Progressive Party, wants to declare the island’s formal independence. Tsai says she wants to maintain peace with China but will defend Taiwan’s security.",China conducts 'island encirclement' patrols near Taiwan,https://www.reuters.com/article/worldNews/idAFKBN1E60BZ
102,"['south', 'trade', 'beijing', 'talk', 'summit', 'thaad', 'china', 'president', 'north', 'chinas', 'korea', 'koreas', 'korean', 'moon', 'xi']","South Korean President Moon Jae-in presides over the national security council at the Presidential Blue House in Seoul, South Korea, November 29, 2017.
“South Korea will be extremely careful from here on out that the THAAD system is not invasive of China’s security.
South Korea has received promises from the United States multiple times regarding this,” Moon said.
Joint efforts by China and South Korea could have “good results” if they work together to bring North Korea to the negotiation table, he added.
According to South Korean media, Moon will be accompanied by the biggest business entourage ever with more than 220 businesses partaking in the four-day visit.","SEOUL/BEIJING (Reuters) - Reining in North Korea’s nuclear ambitions will top South Korean President Moon Jae-in’s agenda in Beijing during a visit this week aimed at breaking the ice after a furious row with China over Seoul’s deployment of a U.S. anti-missile system.

South Korean President Moon Jae-in presides over the national security council at the Presidential Blue House in Seoul, South Korea, November 29, 2017. The Presidential Blue House/Yonhap via REUTERS

While both Seoul and Beijing share the goal of getting Pyongyang to give up its nuclear weapons and stop testing increasingly sophisticated long-range missiles, the two neighbors have not seen eye-to-eye on how to achieve this.

China has been particularly angered at the deployment of U.S.-made Terminal High Altitude Area Defense (THAAD) anti-missile system in South Korea, saying its powerful radar can see far into China and will do nothing to ease tensions with North Korea.

At his third meeting with Chinese President Xi Jinping this year on Thursday in Beijing, Moon is expected to reaffirm South Korea’s agreement with China in late October the two would normalize all exchanges and move past the year-long spat over THAAD, which froze trade and business exchanges between the two.

The THAAD dispute had dented South Korea’s economic growth, especially its tourism industry, as group tours from China came to a halt while charter flights from South Korea were canceled.

While China still objects to THAAD, it has said it understands South Korea’s decision to deploy it.

China's President Xi Jinping looks on during a signing meeting with Maldives President Abdulla Yameen at the Great Hall of the People in Beijing, China December 7, 2017. REUTERS/Fred Dufour/Pool

In an interview with Chinese state television shown late on Monday, Moon said THAAD’s presence is inevitable due to the looming North Korean threat but assured it would not be used against China.

“South Korea will be extremely careful from here on out that the THAAD system is not invasive of China’s security. South Korea has received promises from the United States multiple times regarding this,” Moon said.

Joint efforts by China and South Korea could have “good results” if they work together to bring North Korea to the negotiation table, he added.

Speaking over the weekend, Chinese Foreign Minister Wang Yi said Moon had chosen to have “friendly cooperation” with China, and that China was willing to work with South Korea to bring peace and stability to the Korean peninsula.

In its latest missile provocation, Pyongyang test-launched what it called its most advanced intercontinental ballistic missile (ICBM) ever in defiance of international sanctions and condemnation as it continues its mission to create a nuclear-tipped ICBM that can hit the United States.

During his first visit to China since taking office in May this year, Moon is expected to get bilateral economic exchanges back on track. According to South Korean media, Moon will be accompanied by the biggest business entourage ever with more than 220 businesses partaking in the four-day visit.

Before returning to Seoul, Moon will head to Chongqing to meet with its Communist Party boss Chen Miner, a close ally of Xi‘s.","South Korea's Moon, China's Xi to talk North Korea, trade in Beijing summit",https://www.reuters.com/article/uk-southkorea-china/south-koreas-moon-chinas-xi-to-talk-north-korea-trade-in-beijing-summit-idUKKBN1E608J?il=0
103,"['boat', 'sea', 'weekend', 'shows', 'thirty', 'portuguese', 'spain', 'migrants', 'burning', 'rescued', 'taken', 'airforce']","NO REPORTER NARRATION Thirty four migrants were rescued off the coast of Spain after their boat caught fire at the weekend.
Footage released by the Portuguese Airforce shows the boat bursting into flames and the passengers jumping into the Mediterranean Sea.
Lifeboats were deployed and all the people on the boat were rescued.
The Portuguese Airforce said they were then taken to land.",ROUGH CUT. NO REPORTER NARRATION Thirty four migrants were rescued off the coast of Spain after their boat caught fire at the weekend. Footage released by the Portuguese Airforce shows the boat bursting into flames and the passengers jumping into the Mediterranean Sea. Lifeboats were deployed and all the people on the boat were rescued. The Portuguese Airforce said they were then taken to land.,Migrants rescued from burning boat,https://www.reuters.com/video/2017/05/30/migrants-rescued-from-burning-boat?videoId=371773563&videoChannel=118206&channelName=Migrant+Crisis
104,"['bovina', 'em', 'gravity', 'carne', 'mês', 'toll', 'brasil', 'para', 'recorde', 'exportações', 'novembro', 'britain', 'brexit', 'atingem', 'commentaryin', 'economic']","CommentaryIn Brexit Britain, economic gravity will take its toll","Commentary

In Brexit Britain, economic gravity will take its toll",Exportações de carne bovina do Brasil em novembro atingem recorde para o mês,https://www.reuters.com/article/businessNews/idBRKBN1E52NM-OBRBS
105,"['view', 'team', 'premature', 'innovations', 'video', 'mcdill', 'reports', 'transcript', 'stuart', 'lower', 'risks', 'scientists']","People who drink three to four cups of coffee a day are more likely to see health benefits than harm, experiencing lower risks of premature death and heart disease than those who abstain, according to a team of British scientists.
Stuart McDill reports.
▲ Hide Transcript▶ View Transcript","People who drink three to four cups of coffee a day are more likely to see health benefits than harm, experiencing lower risks of premature death and heart disease than those who abstain, according to a team of British scientists. Stuart McDill reports.

▲ Hide Transcript

▶ View Transcript",Innovations News Video,https://www.reuters.com/video/innovations
106,"['gravity', 'toll', 'britain', 'brexit', '数字货币欧洲央行执委科尔认为比特币未带来宏观经济风险', 'commentaryin', 'economic']","CommentaryIn Brexit Britain, economic gravity will take its toll","Commentary

In Brexit Britain, economic gravity will take its toll",数字货币：欧洲央行执委科尔认为比特币未带来宏观经济风险,https://www.reuters.com/article/%E6%95%B0%E5%AD%97%E8%B4%A7%E5%B8%81%EF%BC%9A%E6%AC%A7%E6%B4%B2%E5%A4%AE%E8%A1%8C%E6%89%A7%E5%A7%94%E7%A7%91%E5%B0%94%E8%AE%A4%E4%B8%BA%E6%AF%94%E7%89%B9%E5%B8%81%E6%9C%AA%E5%B8%A6%E6%9D%A5%E5%AE%8F%E8%A7%82%E7%BB%8F%E6%B5%8E%E9%A3%8E%E9%99%A9-idCNL3S1OB5IX
107,"['petroleum', 'rose', 'petrol', 'oil', 'yearpeople', 'tonnes', 'gas', 'million', 'fuel', '62', 'sales', 'indias', 'demand']","REUTERS - India’s fuel demand rose 6.2 percent in November compared with the same month last year.
REUTERS/Pawan Kumar/FilesConsumption of fuel, a proxy for oil demand, totalled 17.41 million tonnes, data from the Petroleum Planning and Analysis Cell (PPAC) of the oil ministry showed.
Sales of gasoline, or petrol, were 4.8 percent higher from a year earlier at 2.12 million tonnes.
Cooking gas or liquefied petroleum gas (LPG) sales increased 6.7 percent to 2.00 million tonnes, while naphtha sales fell 6.1 percent to 1.01 million tonnes.
Sales of bitumen, used for making roads, were 16.4 percent up, while fuel oil use edged unchanged in November.","REUTERS - India’s fuel demand rose 6.2 percent in November compared with the same month last year.

People queue as they wait for their turn to fill fuel at a petrol pump in Lucknow, India, November 9, 2016. REUTERS/Pawan Kumar/Files

Consumption of fuel, a proxy for oil demand, totalled 17.41 million tonnes, data from the Petroleum Planning and Analysis Cell (PPAC) of the oil ministry showed.

Sales of gasoline, or petrol, were 4.8 percent higher from a year earlier at 2.12 million tonnes.

Cooking gas or liquefied petroleum gas (LPG) sales increased 6.7 percent to 2.00 million tonnes, while naphtha sales fell 6.1 percent to 1.01 million tonnes.

Sales of bitumen, used for making roads, were 16.4 percent up, while fuel oil use edged unchanged in November.",India's fuel demand rose 6.2 percent in November,https://www.reuters.com/article/india-fuel-demand/indias-fuel-demand-rose-6-2-percent-in-november-idINKBN1E50JW
108,"['prozent', 'den', 'mit', 'rampenlicht', 'europas', 'der', 'auf', 'dollar', 'luft', 'börsen', 'und', 'bitcoin', 'von', 'die', 'im', 'holen']","Ein Terroranschlag in New York und der Einstand des Bitcoin-Future in Chicago sorgten für viel Gesprächsstoff.
Zum Handelsschluss in Europa notierten der Dow Jones und der S&P500 minimal im Plus bei 24.354 und 2655 Punkten.
Auch der Dollar geriet kurz unter Druck, so dass der Euro über 1,18 Dollar kletterte.
Doch in Erwartung der Beratungen der großen Notenbanken der USA, Großbritanniens (BoE), der Euro-Zone (EZB) und der Schweiz (SNB) hielten sich die meisten Anleger bedeckt.
So stiegen Riot Blockchain - die Firma hat sich auf Beteiligungen an Unternehmen spezialisiert, die auf die Blockchain-Technologie setzen - um rund 18 Prozent.","Frankfurt (Reuters) - Mit Blick auf eine Reihe von Zentralbank-Entscheidungen in dieser Woche haben sich Europas Aktienanleger am Montag bedeckt gehalten.

The German share price index, DAX board, is seen at the stock exchange in Frankfurt, Germany, December 11, 2017. REUTERS/Staff/Remote

Der Dax schloss mit 13.123 Punkten 0,2 Prozent niedriger, der EuroStoxx50 trat ebenfalls in etwa auf der Stelle. Ein Terroranschlag in New York und der Einstand des Bitcoin-Future in Chicago sorgten für viel Gesprächsstoff. “Aber im Fokus steht diese Woche die erwartete Zinserhöhung in den USA”, sagte ein Händler.

An der Wall Street kamen die Kurse ebenfalls kaum vom Fleck. Zum Handelsschluss in Europa notierten der Dow Jones und der S&P500 minimal im Plus bei 24.354 und 2655 Punkten. Der Nasdaq-Composite lag mit 6859 Zählern 0,3 Prozent höher. Bei der Explosion in New York handelt es sich nach den Worten von Bürgermeister Bill de Blasio um einen versuchten Terroranschlag. “Wenn so etwas in einer Metropole wie New York passiert, zuckt man natürlich zusammen”, sagte ein Händler. Auch der Dollar geriet kurz unter Druck, so dass der Euro über 1,18 Dollar kletterte.

Doch in Erwartung der Beratungen der großen Notenbanken der USA, Großbritanniens (BoE), der Euro-Zone (EZB) und der Schweiz (SNB) hielten sich die meisten Anleger bedeckt. Entsprechend gering waren die Umsätze. Am spannendsten seien die Prognosen der US-Notenbank Fed zur Zinsentwicklung, erklärten die Analysten der BayernLB. “Falls die Mehrheit der Ratsmitglieder nun vier statt bislang drei Zinsschritte erwartet, sollte der Dollar spürbar zulegen.” Als sicher gilt, dass die Fed am Mittwoch den Leitzins um ein Viertelpunkt auf die neue Spanne von 1,25 bis 1,5 Prozent anhebt. EZB, SNB und BoE dürften dagegen Kurs halten.

STEINHOFF WEITER AUF BERG- UND TALFAHRT

Das Debüt des Bitcoin-Futures an der Chicagoer Börse CBOE untermauerte den Ruf der Cyber-Währung als schwankungsanfällige Anlage. Der Terminkontrakt, mit dem Investoren auf steigende und fallende Kurse setzen können, stieg in der Spitze um knapp 22 Prozent auf 18.850 Dollar und notierte zeitweise auch unter 16.000 Dollar. Am Abend lag der Future bei 17.800 Dollar. Der Bitcoin selbst gewann gut neun Prozent und blieb mit 17.030 Dollar etwa 120 Dollar unter dem Rekordhoch vom Freitag.

Am deutschen Aktienmarkt sorgte Steinhoff weiter für Aufsehen. Die Titel des nach Ikea weltweit zweitgrößten Möbelhändlers gelten inzwischen wegen ihres geringen Wertes von weniger als einem Euro als Zockerpapiere. Nach den deutschen Behörden nimmt nun auch die Börse in Südafrika den Möbelkonzern unter die Lupe. Es werde untersucht, ob es bei dem deutsch-südafrikanischen Möbelkonzern Regelverstöße im Zusammenhang mit früheren Veröffentlichungen gegeben habe, teilte die Börse mit. Interimschef und Großaktionär Christoffel Wiese ringt derweil um das Vertrauen der Geldgeber. Die im MDax gelisteten Aktien schlossen mit knapp 59 Cent 24 Prozent höher.

Die rote Laterne im Dax hielten Adidas mit einem Abschlag von 3,1 Prozent. Beim Börsenliebling der Jahre 2015 und 2016 machten die Anleger Kasse, hieß es. Ebenfalls auf den Verkaufslisten standen die Aktien von Airbus<AIR.PA mit einem Minus von gut zwei Prozent. Der Flugzeugbauer erwägt laut Insidern künftig weniger Großraumflüger des Typs A380 herzustellen.

In New York standen derweil die Aktien von Unternehmen hoch im Kurs, die etwas mit Internet-Geld zu tun haben. So stiegen Riot Blockchain - die Firma hat sich auf Beteiligungen an Unternehmen spezialisiert, die auf die Blockchain-Technologie setzen - um rund 18 Prozent.",Europas Börsen holen Luft - Bitcoin im Rampenlicht,https://www.reuters.com/article/m-rkte-idDEKBN1E51TL
109,"['受新经济企业带动毕马威', '2018年香港ipo集资额有望增逾五成']",,,2018年香港IPO集资额有望增逾五成 受新经济企业带动--毕马威,https://cn.reuters.com/article/kpmg-hk-ipo-scale-1211-idCNKBS1E50C0
110,['ユーロ高でドル円上昇か中国がつなぐ線'],,," 
		ユーロ高でドル円上昇か、中国がつなぐ線",https://jp.reuters.com/article/column-forexforum-osamu-takashima-idJPKBN1E10FS
111,"['climate', 'shareholder', 'exxon', 'impact', 'provide', 'resolution', 'york', 'statement', 'climatechange', 'change', 'shareholders', 'companys', 'business', 'report', 'details']","(Reuters) - Exxon Mobil Corp on Monday said it would publish new details about how climate change could affect its business in a move aimed at appeasing critics and forestalling another proxy fight next year.
The company’s board originally opposed providing shareholders with a report outlining the potential impact of global warming on Exxon’s long-term outlook.
Thomas P. DiNapoli, New York state’s comptroller, heads one the two lead sponsors of a shareholder resolution calling for Exxon to issue a climate-impact report.
Big investors including BlackRock Inc and Vanguard Group backed the May resolution and have made climate change a priority in their governance efforts.
Exxon has described the probes as politically motivated and intended to force it and others to change their positions on climate change.","(Reuters) - Exxon Mobil Corp on Monday said it would publish new details about how climate change could affect its business in a move aimed at appeasing critics and forestalling another proxy fight next year.

The logo of Exxon Mobil Corporation is shown on a monitor above the floor of the New York Stock Exchange in New York, December 30, 2015. REUTERS/Lucas Jackson/File Photo

The largest U.S. oil and gas producer said in a filing to U.S. securities regulators that its board agreed to provide shareholders with information on “energy demand sensitivities, implications of two degree Celsius scenarios, and positioning for a lower-carbon future.”

Scientists have warned that world temperatures are likely to rise by more than 2 degrees Celsius (35.6°F) this century, surpassing a “tipping point” that a global climate deal aims to avert.

Exxon’s statement, which came three days before the deadline for its 2018 annual meeting resolution submissions, said additional information would be released in the near future, but did not provide details. The company’s board originally opposed providing shareholders with a report outlining the potential impact of global warming on Exxon’s long-term outlook.

Thomas P. DiNapoli, New York state’s comptroller, heads one the two lead sponsors of a shareholder resolution calling for Exxon to issue a climate-impact report. He called Monday’s decision “a win for shareholders and for the company’s ability to manage risk.”

However, another sponsor noted the lack of specificity in the company’s statement. “This is giving no detail,” said Tim Smith, who leads shareholder engagement efforts at Walden Asset Management, a co-filer of last spring’s resolution. He said Exxon’s statement “needs to be expanded to assure shareowners that they’re responsive to last year’s request.”

An Exxon spokesman declined to comment beyond the filing.

Some 50 shareholder and climate activists earlier this year demanded the company produce an annual report on the risks to its business from extreme climate and government policies seeking to reduce carbon emissions. The resolution was backed by 62 percent of shares voted in Exxon’s May annual meeting.

Other energy companies already have begun detailing their view of climate-related risks to their businesses. Refiner Marathon Petroleum Corp recently published a report, “Perspectives on Climate-Related Scenarios,” meant partly to address suggestions from the global Financial Stability Board about how to measure and respond to such risks.

Members of the shareholder group had said they were considering refiling had Exxon not agreed to a detailed plan. Big investors including BlackRock Inc and Vanguard Group backed the May resolution and have made climate change a priority in their governance efforts.

BlackRock and Vanguard representatives last week declined to comment on their outreach to Exxon.

The report will carry weight beyond the company’s next shareholder meeting. Exxon faces investigations by the Massachusetts and New York attorneys general into whether it has misled the public and investors by soft-pedaling climate change risks. Exxon has described the probes as politically motivated and intended to force it and others to change their positions on climate change.

The big funds would likely cast more critical votes in 2018 if Exxon did not respond adequately to the resolution, Jason Malinowski, chief investment officer for the Seattle City Employees’ Retirement System, which has about 115,000 Exxon shares, said on Friday.

Malinowski’s agency and leaders of two other pension funds separately have asked Exxon director Steven Reinemund to discuss governance reforms, such as changing pay programs and bringing in directors with “climate-competent” perspectives.",Exxon to provide details on climate-change impact to its business,https://www.reuters.com/article/us-exxon-mobil-climate/exxon-to-provide-details-on-climate-change-impact-to-its-business-idUSKBN1E602L
112,"['サウジが35年ぶりに映画解禁3月にも最初の映画館オープンへ', 'gravity', 'toll', 'britain', 'brexit', 'commentaryin', 'economic']","CommentaryIn Brexit Britain, economic gravity will take its toll","Commentary

In Brexit Britain, economic gravity will take its toll",サウジが35年ぶりに映画解禁、3月にも最初の映画館オープンへ,https://www.reuters.com/article/saudi-idJPKBN1E606B
113,"['oppose', 'bill', 'poll', 'politicsnearly', 'half', 'americans', 'reutersipsos', 'tax', 'republican', 'フランスでフォアグラ3割高クリスマスシーズンのごちそうに痛手']",PoliticsNearly half of Americans still oppose Republican tax bill: Reuters/Ipsos poll,"Politics

Nearly half of Americans still oppose Republican tax bill: Reuters/Ipsos poll",フランスでフォアグラ3割高、クリスマスシーズンのごちそうに痛手,https://www.reuters.com/article/foie-gras-idJPKBN1E50L0
114,"['view', 'pricing', 'kicked', 'suggested', 'kick', 'trades', 'price', 'bang', 'future', 'moderating', 'reports', 'transcript', 'bitcoin', 'say']","The first bitcoin future trades kicked off with a bang, some analysts say its futures pricing suggested investors see price increases moderating.
Fred Katayama reports.
▲ Hide Transcript▶ View Transcript","The first bitcoin future trades kicked off with a bang, some analysts say its futures pricing suggested investors see price increases moderating. Fred Katayama reports.

▲ Hide Transcript

▶ View Transcript",Bitcoin future trades kick off with a bang,https://www.reuters.com/video/2017/12/11/bitcoin-future-trades-kick-off-with-a-ba?videoId=373722713&videoChannel=5
115,"['警告称投资加密货币有危险', '美国sec叫停一宗ico']",,,美国SEC叫停一宗ICO 警告称投资加密货币有危险,https://cn.reuters.com/article/sechalts-ico-1211-monday-idCNKBS1E6075
